codigo_ocorrencia1;ocorrencia_tipo;taxonomia_tipo_icao
43026;FALHA DO MOTOR EM VOO;SCF-PP
43023;FALHA DO MOTOR EM VOO;SCF-PP
43022;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
43021;FALHA DO MOTOR EM VOO;SCF-PP
43019;ESTOURO DE PNEU;SCF-NP
43015;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43008;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43007;PERDA DE CONTROLE NO SOLO;LOC-G
43005;VAZAMENTO DE OUTROS FLUIDOS;OTHR
43003;PERDA DE CONTROLE EM VOO;LOC-I
43002;ESTOURO DE PNEU;SCF-NP
42999;POUSO SEM TREM;ARC
42997;FALHA DO MOTOR EM VOO;SCF-PP
42994;OUTROS;OTHR
42991;FALHA DO MOTOR EM VOO;SCF-PP
42990;FALHA DO MOTOR EM VOO;SCF-PP
42989;OUTROS;OTHR
42988;FOGO NO SOLO;F-NI
42987;FALHA DO MOTOR EM VOO;SCF-PP
42986;ESTOURO DE PNEU;SCF-NP
42984;ESTOURO DE PNEU;SCF-NP
42983;PERDA DE CONTROLE NO SOLO;LOC-G
42981;COLISÃO COM AVE;BIRD
42980;COM TREM DE POUSO;SCF-NP
42960;COM TREM DE POUSO;SCF-NP
42960;PERDA DE CONTROLE NO SOLO;LOC-G
42921;VOO CONTROLADO CONTRA O TERRENO;CFIT
42919;FALHA DO MOTOR EM VOO;SCF-PP
42903;ESTOURO DE PNEU;SCF-NP
42902;ESTOURO DE PNEU;SCF-NP
42883;COM TREM DE POUSO;SCF-NP
42882;POUSO LONGO;RE
42880;POUSO LONGO;RE
42868;TRÁFEGO AÉREO;MAC
42866;COM COMANDOS DE VOO;SCF-NP
42865;POUSO SEM TREM;ARC
42863;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42860;TRÁFEGO AÉREO;MAC
42838;FALHA DO MOTOR EM VOO;SCF-PP
42781;COLISÃO COM AVE;BIRD
42760;EXCURSÃO DE PISTA;RE
42760;PERDA DE CONTROLE NO SOLO;LOC-G
42758;PERDA DE CONTROLE EM VOO;LOC-I
42757;COM TREM DE POUSO;SCF-NP
42756;ESTOURO DE PNEU;SCF-NP
42742;TRÁFEGO AÉREO;MAC
42740;TRÁFEGO AÉREO;MAC
42738;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
42735;AERONAVE ATINGIDA POR OBJETO;OTHR
42723;FALHA DO MOTOR EM VOO;SCF-PP
42718;EXCURSÃO DE PISTA;RE
42718;PERDA DE CONTROLE NO SOLO;LOC-G
42717;ESTOURO DE PNEU;SCF-NP
42716;COLISÃO COM AERONAVE NO SOLO;GCOL
42715;FALHA DO MOTOR EM VOO;SCF-PP
42714;FALHA DO MOTOR EM VOO;SCF-PP
42713;ESTOURO DE PNEU;SCF-NP
42707;COLISÃO COM AVE;BIRD
42705;OUTROS;OTHR
42701;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42698;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
42683;COM TREM DE POUSO;SCF-NP
42682;ESTOURO DE PNEU;SCF-NP
42681;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42680;COLISÃO COM AVE;BIRD
42678;OUTROS;OTHR
42677;COLISÃO COM AVE;BIRD
42675;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
42672;PERDA DE CONTROLE NO SOLO;LOC-G
42666;COM TREM DE POUSO;SCF-NP
42646;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42638;OUTROS;OTHR
42636;ESTOURO DE PNEU;SCF-NP
42634;PERDA DE COMPONENTE EM VOO;SCF-NP
42626;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
42619;COM TREM DE POUSO;SCF-NP
42618;ESTOURO DE PNEU;SCF-NP
42614;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42606;COM TREM DE POUSO;SCF-NP
42603;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42602;COM TREM DE POUSO;SCF-NP
42601;OUTROS;OTHR
42598;OUTROS;OTHR
42597;OUTROS;OTHR
42595;ESTOURO DE PNEU;SCF-NP
42592;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
42590;COLISÃO COM AVE;BIRD
42589;ESTOURO DE PNEU;SCF-NP
42588;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42587;COM TREM DE POUSO;SCF-NP
42585;PERDA DE CONTROLE NO SOLO;LOC-G
42565;PANE SECA;FUEL
42506;COLISÃO COM AVE;BIRD
42486;COLISÃO COM AVE;BIRD
42485;FALHA DO MOTOR EM VOO;SCF-PP
42466;COM HÉLICE;SCF-PP
42465;OUTROS;OTHR
42461;COLISÃO COM AVE;BIRD
42460;POUSO BRUSCO;ARC
42458;POUSO SEM TREM;ARC
42456;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42452;COM TREM DE POUSO;SCF-NP
42451;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42449;COLISÃO COM AVE;BIRD
42448;POUSO BRUSCO;ARC
42447;OUTROS;OTHR
42446;COM TREM DE POUSO;SCF-NP
42443;COLISÃO COM AVE;BIRD
42439;VAZAMENTO DE OUTROS FLUIDOS;OTHR
42436;ESTOURO DE PNEU;SCF-NP
42434;OUTROS;OTHR
42433;F.O.D.;OTHR
42432;PERDA DE CONTROLE NO SOLO;LOC-G
42431;COM ROTOR;SCF-PP
42429;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
42427;FALHA DO MOTOR EM VOO;SCF-PP
42425;OUTROS;OTHR
42388;PERDA DE CONTROLE NO SOLO;LOC-G
42387;EXCURSÃO DE PISTA;RE
42387;PERDA DE CONTROLE EM VOO;LOC-I
42386;EXCURSÃO DE PISTA;RE
42386;POUSO ANTES DA PISTA;USOS
42368;COLISÃO COM AERONAVE NO SOLO;GCOL
42367;OUTROS;OTHR
42365;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
42323;POUSO ANTES DA PISTA;USOS
42303;PANE SECA;FUEL
42292;ESTOURO DE PNEU;SCF-NP
42289;FALHA DO MOTOR EM VOO;SCF-PP
42287;FALHA DO MOTOR EM VOO;SCF-PP
42286;OUTROS;OTHR
42284;ESTOURO DE PNEU;SCF-NP
42263;ESTOURO DE PNEU;SCF-NP
42251;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
42250;EXCURSÃO DE PISTA;RE
42250;PERDA DE CONTROLE NO SOLO;LOC-G
42249;ESTOURO DE PNEU;SCF-NP
42232;COLISÃO COM AVE;BIRD
42146;OUTROS;OTHR
42145;VAZAMENTO DE OUTROS FLUIDOS;OTHR
42144;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
42143;TRÁFEGO AÉREO;MAC
42142;TRÁFEGO AÉREO;MAC
42073;OUTROS;OTHR
42071;FALHA DO MOTOR EM VOO;SCF-PP
42068;COM TREM DE POUSO;SCF-NP
42067;FALHA DO MOTOR EM VOO;SCF-PP
42063;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42061;FALHA DO MOTOR EM VOO;SCF-PP
42058;ESTOURO DE PNEU;SCF-NP
42039;POUSO EM LOCAL NÃO PREVISTO;OTHR
42038;OUTROS;OTHR
42015;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
42013;TRÁFEGO AÉREO;MAC
42012;TRÁFEGO AÉREO;MAC
42011;TRÁFEGO AÉREO;MAC
42010;TRÁFEGO AÉREO;MAC
42009;COM LANÇAMENTO DE CARGA;OTHR
42001;EXCURSÃO DE PISTA;RE
42001;PERDA DE CONTROLE NO SOLO;LOC-G
41999;COLISÃO COM AVE;BIRD
41998;COLISÃO COM AVE;BIRD
41994;COLISÃO COM AVE;BIRD
41991;ESTOURO DE PNEU;SCF-NP
41988;COLISÃO COM AVE;BIRD
41986;COLISÃO COM AVE;BIRD
41985;OUTROS;OTHR
41984;ESTOURO DE PNEU;SCF-NP
41976;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
41973;COLISÃO COM AVE;BIRD
41960;PERDA DE CONTROLE EM VOO;LOC-I
41939;COLISÃO COM AVE;BIRD
41917;POUSO BRUSCO;ARC
41916;VOO CONTROLADO CONTRA O TERRENO;CFIT
41915;COLISÃO COM AVE;BIRD
41914;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41913;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41910;FALHA DO MOTOR EM VOO;SCF-PP
41909;COM LANÇAMENTO DE CARGA;OTHR
41908;COLISÃO COM AVE;BIRD
41904;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41902;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41900;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41899;ESTOURO DE PNEU;SCF-NP
41898;POUSO EM LOCAL NÃO PREVISTO;OTHR
41854;COLISÃO COM AVE;BIRD
41852;FALHA DO MOTOR EM VOO;SCF-PP
41850;COLISÃO COM AERONAVE NO SOLO;GCOL
41845;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
41844;OUTROS;OTHR
41840;FALHA DO MOTOR EM VOO;SCF-PP
41837;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
41834;FALHA DO MOTOR EM VOO;SCF-PP
41832;COM TREM DE POUSO;SCF-NP
41829;EXCURSÃO DE PISTA;RE
41829;FALHA DO MOTOR EM VOO;SCF-PP
41789;PANE SECA;FUEL
41751;PANE SECA;FUEL
41750;PERDA DE CONTROLE EM VOO;LOC-I
41749;EXCURSÃO DE PISTA;RE
41749;PERDA DE CONTROLE EM VOO;LOC-I
41729;PERDA DE CONTROLE EM VOO;LOC-I
41689;PERDA DE CONTROLE NO SOLO;LOC-G
41684;FALHA DO MOTOR EM VOO;SCF-PP
41682;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41680;VAZAMENTO DE COMBUSTÍVEL;SCF-NP
41678;COLISÃO COM AVE;BIRD
41676;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41672;COLISÃO COM AVE;BIRD
41670;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41665;COLISÃO COM AVE;BIRD
41664;ESTOURO DE PNEU;SCF-NP
41661;COLISÃO COM AVE;BIRD
41655;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41649;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41629;ESTOURO DE PNEU;SCF-NP
41610;SUPERAQUECIMENTO;SCF-PP
41609;COLISÃO COM AERONAVE NO SOLO;GCOL
41595;FALHA DO MOTOR EM VOO;SCF-PP
41592;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
41591;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41589;VAZAMENTO DE OUTROS FLUIDOS;OTHR
41579;COM TREM DE POUSO;SCF-NP
41578;POUSO SEM TREM;ARC
41577;ESTOURO DE PNEU;SCF-NP
41574;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41573;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41571;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
41569;PERDA DE CONTROLE NO SOLO;LOC-G
41553;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41552;OUTROS;OTHR
41551;ESTOURO DE PNEU;SCF-NP
41491;ESTOURO DE PNEU;SCF-NP
41488;PERDA DE CONTROLE EM VOO;LOC-I
41487;FALHA DO MOTOR EM VOO;SCF-PP
41485;FALHA DO MOTOR NO SOLO;SCF-PP
41484;ESTOURO DE PNEU;SCF-NP
41482;FALHA DO MOTOR EM VOO;SCF-PP
41481;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41480;POUSO BRUSCO;ARC
41478;COM ROTOR;SCF-PP
41477;COM TREM DE POUSO;SCF-NP
41476;ESTOURO DE PNEU;SCF-NP
41474;PERDA DE CONTROLE NO SOLO;LOC-G
41473;POUSO SEM TREM;ARC
41469;COLISÃO COM AVE;BIRD
41458;COLISÃO COM AVE;BIRD
41457;COLISÃO COM AVE;BIRD
41456;FALHA DO MOTOR NO SOLO;SCF-PP
41454;COM TREM DE POUSO;SCF-NP
41452;COM COMANDOS DE VOO;SCF-NP
41450;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
41436;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
41435;OUTROS;OTHR
41434;OUTROS;OTHR
41433;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41432;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41431;PERDA DE CONTROLE NO SOLO;LOC-G
41430;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41414;COM TREM DE POUSO;SCF-NP
41413;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41411;EXCURSÃO DE PISTA;RE
41411;PERDA DE CONTROLE NO SOLO;LOC-G
41409;AERONAVE ATINGIDA POR OBJETO;OTHR
41403;OUTROS;OTHR
41401;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41399;VAZAMENTO DE OUTROS FLUIDOS;OTHR
41396;FALHA DO MOTOR EM VOO;SCF-PP
41395;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41394;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
41393;FALHA DO MOTOR EM VOO;SCF-PP
41392;PERDA DE CONTROLE NO SOLO;LOC-G
41387;COLISÃO COM AERONAVE NO SOLO;GCOL
41385;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41384;TRÁFEGO AÉREO;MAC
41383;ESTOURO DE PNEU;SCF-NP
41382;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41381;VAZAMENTO DE OUTROS FLUIDOS;OTHR
41380;ESTOURO DE PNEU;SCF-NP
41378;FALHA DO MOTOR EM VOO;SCF-PP
41377;POUSO BRUSCO;ARC
41376;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41375;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41374;PERDA DE CONTROLE EM VOO;LOC-I
41352;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41274;OUTROS;OTHR
41272;ESTOURO DE PNEU;SCF-NP
41252;FALHA DO MOTOR EM VOO;SCF-PP
41236;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
41235;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41224;ESTOURO DE PNEU;SCF-NP
41181;FALHA DO MOTOR EM VOO;SCF-PP
41179;COM TREM DE POUSO;SCF-NP
41178;PERDA DE CONTROLE NO SOLO;LOC-G
41177;PERDA DE CONTROLE NO SOLO;LOC-G
41174;COLISÃO COM AVE;BIRD
41172;OUTROS;OTHR
41155;EXCURSÃO DE PISTA;RE
41155;PERDA DE CONTROLE NO SOLO;LOC-G
41132;OUTROS;OTHR
41092;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
41076;COLISÃO COM AVE;BIRD
41075;COM TREM DE POUSO;SCF-NP
41070;PERDA DE CONTROLE NO SOLO;LOC-G
41062;ESTOURO DE PNEU;SCF-NP
41061;ESTOURO DE PNEU;SCF-NP
41059;ESTOURO DE PNEU;SCF-NP
41054;COLISÃO COM AVE;BIRD
41053;VOO CONTROLADO CONTRA O TERRENO;CFIT
41003;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40995;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40990;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40987;ESTOURO DE PNEU;SCF-NP
40985;ESTOURO DE PNEU;SCF-NP
40983;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
40982;PERDA DE CONTROLE NO SOLO;LOC-G
40933;FALHA DO MOTOR EM VOO;SCF-PP
40928;COLISÃO COM AVE;BIRD
40926;FALHA DO MOTOR EM VOO;SCF-PP
40925;COLISÃO COM AERONAVE NO SOLO;GCOL
40924;FALHA DO MOTOR EM VOO;SCF-PP
40923;ESTOURO DE PNEU;SCF-NP
40919;OUTROS;OTHR
40915;OUTROS;OTHR
40907;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40906;FALHA DO MOTOR EM VOO;SCF-PP
40905;FALHA DO MOTOR EM VOO;SCF-PP
40903;ESTOURO DE PNEU;SCF-NP
40902;ESTOURO DE PNEU;SCF-NP
40900;ESTOURO DE PNEU;SCF-NP
40899;OUTROS;OTHR
40898;OUTROS;OTHR
40896;COLISÃO DE VEÍCULO COM AERONAVE;OTHR
40891;COLISÃO COM AVE;BIRD
40889;PERDA DE CONTROLE NO SOLO;LOC-G
40885;FALHA DO MOTOR EM VOO;SCF-PP
40884;TRÁFEGO AÉREO;MAC
40883;VAZAMENTO DE OUTROS FLUIDOS;OTHR
40882;TRÁFEGO AÉREO;MAC
40877;COLISÃO COM AVE;BIRD
40875;COLISÃO COM AVE;BIRD
40873;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
40872;FALHA DO MOTOR NO SOLO;SCF-PP
40870;OUTROS;OTHR
40869;COM TREM DE POUSO;SCF-NP
40868;OUTROS;OTHR
40862;ESTOURO DE PNEU;SCF-NP
40860;FALHA DO MOTOR EM VOO;SCF-PP
40858;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40857;COLISÃO DE VEÍCULO COM AERONAVE;OTHR
40855;FALHA DO MOTOR EM VOO;SCF-PP
40853;COM COMANDOS DE VOO;SCF-NP
40843;OUTROS;OTHR
40842;COLISÃO COM AVE;BIRD
40839;FALHA DO MOTOR EM VOO;SCF-PP
40837;PERDA DE COMPONENTE EM VOO;SCF-NP
40835;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40834;FALHA DO MOTOR EM VOO;SCF-PP
40827;TRÁFEGO AÉREO;MAC
40826;TRÁFEGO AÉREO;MAC
40825;SOPRO DE REATOR;OTHR
40823;COM TREM DE POUSO;SCF-NP
40821;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40819;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
40793;EXCURSÃO DE PISTA;RE
40793;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40791;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40774;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40732;FALHA DO MOTOR EM VOO;SCF-PP
40712;SUPERAQUECIMENTO;SCF-PP
40698;COLISÃO COM AERONAVE NO SOLO;GCOL
40695;PERDA DE COMPONENTE EM VOO;SCF-NP
40672;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40652;EXCURSÃO DE PISTA;RE
40652;PERDA DE CONTROLE NO SOLO;LOC-G
40624;ESTOURO DE PNEU;SCF-NP
40623;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40622;COLISÃO COM AVE;BIRD
40621;COM TREM DE POUSO;SCF-NP
40620;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
40617;COLISÃO COM AVE;BIRD
40583;PERDA DE COMPONENTE NO SOLO;SCF-NP
40581;ESTOURO DE PNEU;SCF-NP
40579;COM TREM DE POUSO;SCF-NP
40577;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40576;FALHA DO MOTOR EM VOO;SCF-PP
40575;ESTOURO DE PNEU;SCF-NP
40573;FALHA DO MOTOR EM VOO;SCF-PP
40572;FALHA DO MOTOR EM VOO;SCF-PP
40554;PERDA DE CONTROLE EM VOO;LOC-I
40527;COLISÃO COM AVE;BIRD
40525;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40524;ESTOURO DE PNEU;SCF-NP
40523;ESTOURO DE PNEU;SCF-NP
40522;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40510;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40509;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40508;COM TREM DE POUSO;SCF-NP
40489;VAZAMENTO DE OUTROS FLUIDOS;OTHR
40447;INDETERMINADO;UNK
40414;COLISÃO COM AVE;BIRD
40413;FALHA DO MOTOR EM VOO;SCF-PP
40412;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40390;F.O.D.;OTHR
40370;PERDA DE CONTROLE NO SOLO;LOC-G
40369;COM TREM DE POUSO;SCF-NP
40368;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40360;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
40360;EXCURSÃO DE PISTA;RE
40359;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40358;PERDA DE CONTROLE NO SOLO;LOC-G
40357;PERDA DE CONTROLE NO SOLO;LOC-G
40356;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
40355;PERDA DE CONTROLE NO SOLO;LOC-G
40354;F.O.D.;OTHR
40353;SUPERAQUECIMENTO;SCF-PP
40352;TRÁFEGO AÉREO;MAC
40351;COLISÃO COM AVE;BIRD
40350;PANE SECA;FUEL
40349;COLISÃO COM AVE;BIRD
40332;TRÁFEGO AÉREO;MAC
40331;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
40330;OUTROS;OTHR
40329;ESTOURO DE PNEU;SCF-NP
40328;PERDA DE CONTROLE NO SOLO;LOC-G
40327;TRÁFEGO AÉREO;MAC
40326;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40325;POUSO EM LOCAL NÃO PREVISTO;OTHR
40324;OUTROS;OTHR
40323;COM TREM DE POUSO;SCF-NP
40322;COM TREM DE POUSO;SCF-NP
40321;OUTROS;OTHR
40320;COM TREM DE POUSO;SCF-NP
40318;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40316;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40314;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40312;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40311;TRÁFEGO AÉREO;MAC
40310;TRÁFEGO AÉREO;MAC
40307;ESTOURO DE PNEU;SCF-NP
40296;FALHA DO MOTOR EM VOO;SCF-PP
40295;OUTROS;OTHR
40294;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40293;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40292;FALHA DO MOTOR EM VOO;SCF-PP
40291;FALHA DO MOTOR EM VOO;SCF-PP
40290;OUTROS;OTHR
40288;COLISÃO COM AVE;BIRD
40287;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40275;OUTROS;OTHR
40273;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
40271;PERDA DE CONTROLE EM VOO;LOC-I
40270;FOGO NO SOLO;F-NI
40269;COM TREM DE POUSO;SCF-NP
40269;EXCURSÃO DE PISTA;RE
40267;FALHA DO MOTOR EM VOO;SCF-PP
40264;POUSO EM LOCAL NÃO PREVISTO;OTHR
40262;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
40261;POUSO SEM TREM;ARC
40260;COLISÃO COM AVE;BIRD
40258;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
40251;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40250;PERDA DE CONTROLE EM VOO;LOC-I
40248;ESTOURO DE PNEU;SCF-NP
40247;PERDA DE CONTROLE NO SOLO;LOC-G
40228;COLISÃO COM AVE;BIRD
40227;VAZAMENTO DE OUTROS FLUIDOS;OTHR
40215;TRÁFEGO AÉREO;MAC
40214;POUSO EM LOCAL NÃO PREVISTO;OTHR
40213;COM TREM DE POUSO;SCF-NP
40212;FALHA DO MOTOR NO SOLO;SCF-PP
40211;TRÁFEGO AÉREO;MAC
40210;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40209;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40207;TRÁFEGO AÉREO;MAC
40190;OUTROS;OTHR
40187;PERDA DE COMPONENTE EM VOO;SCF-NP
40171;FALHA DO MOTOR EM VOO;SCF-PP
40170;ESTOURO DE PNEU;SCF-NP
40169;COM TREM DE POUSO;SCF-NP
40168;FALHA DO MOTOR EM VOO;SCF-PP
40150;COM TREM DE POUSO;SCF-NP
40149;FALHA DO MOTOR EM VOO;SCF-PP
40148;PANE SECA;FUEL
40147;EXCURSÃO DE PISTA;RE
40147;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
40127;COM TREM DE POUSO;SCF-NP
40107;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
40089;EXCURSÃO DE PISTA;RE
40089;PERDA DE CONTROLE EM VOO;LOC-I
40088;POUSO LONGO;RE
40087;FALHA DO MOTOR EM VOO;SCF-PP
40074;FALHA DO MOTOR EM VOO;SCF-PP
40069;PERDA DE CONTROLE NO SOLO;LOC-G
40067;PERDA DE CONTROLE NO SOLO;LOC-G
40027;PERDA DE CONTROLE NO SOLO;LOC-G
39993;FALHA DO MOTOR EM VOO;SCF-PP
39992;EXCURSÃO DE PISTA;RE
39988;ESTOURO DE PNEU;SCF-NP
39987;ESTOURO DE PNEU;SCF-NP
39972;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
39969;FALHA DO MOTOR EM VOO;SCF-PP
39967;FALHA DO MOTOR EM VOO;SCF-PP
39933;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
39930;PROBLEMAS FISIOLÓGICOS;OTHR
39916;ESTOURO DE PNEU;SCF-NP
39914;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
39913;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
39913;EXCURSÃO DE PISTA;RE
39910;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
